City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Date
525,Usinsk,RU,65.9939,57.5281,35.28,89,89,7.83,overcast clouds,2022-09-08 03:21:57
526,Pastavy,BY,55.1168,26.8326,45.95,90,80,4.74,broken clouds,2022-09-08 03:21:57
527,San Francisco,US,37.7749,-122.4194,89.31,77,20,12.66,few clouds,2022-09-08 03:20:57
528,Bure,ET,10.7,37.0667,55.0,95,80,0.54,light rain,2022-09-08 03:21:58
529,La Ermita,MX,20.4139,-101.9936,63.41,93,99,3.91,moderate rain,2022-09-08 03:21:58
530,Manono,CD,-7.3,27.4167,75.96,29,41,8.7,scattered clouds,2022-09-08 03:21:58
531,Puerto Ayacucho,VE,5.6639,-67.6236,75.4,91,97,3.51,overcast clouds,2022-09-08 03:21:58
532,Ajdabiya,LY,30.7554,20.2263,71.96,65,0,10.42,clear sky,2022-09-08 03:21:59
533,Batemans Bay,AU,-35.7167,150.1833,64.09,81,99,9.44,light rain,2022-09-08 03:21:59
534,Anloga,GH,5.7947,0.8973,76.28,88,41,15.64,scattered clouds,2022-09-08 03:21:59
535,Parga,GR,39.2831,20.3964,69.13,63,1,3.36,clear sky,2022-09-08 03:21:59
536,Lasa,IT,46.6166,10.7002,58.69,95,100,4.65,light rain,2022-09-08 03:22:00
537,Atar,MR,20.5169,-13.0499,91.87,22,2,9.84,clear sky,2022-09-08 03:22:00
538,Antananarivo,MG,-18.9137,47.5361,48.16,100,20,6.91,few clouds,2022-09-08 03:18:32
539,Corn Island,NI,12.1694,-83.0418,83.73,74,48,7.34,scattered clouds,2022-09-08 03:22:00
540,Samarai,PG,-10.6167,150.6667,81.82,77,100,9.46,overcast clouds,2022-09-08 03:22:00
541,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,84.02,27,0,12.59,clear sky,2022-09-08 03:22:01
542,Homer,US,59.6425,-151.5483,53.76,85,100,4.0,light rain,2022-09-08 03:22:01
543,Backa Palanka,RS,45.2508,19.3919,65.95,73,87,3.74,overcast clouds,2022-09-08 03:22:01
544,Sabha,LY,27.0377,14.4283,77.7,41,0,10.58,clear sky,2022-09-08 03:22:01
545,Betlitsa,RU,54.0095,33.9588,37.89,97,40,5.28,scattered clouds,2022-09-08 03:22:02
546,Fort Walton Beach,US,30.4058,-86.6188,80.98,83,75,6.91,broken clouds,2022-09-08 03:22:02
547,Santo Antonio Do Taua,BR,-1.1519,-48.1294,76.95,97,41,3.91,scattered clouds,2022-09-08 03:22:02
548,Nago,JP,26.5881,127.9761,86.45,69,45,13.11,scattered clouds,2022-09-08 03:20:38
549,Barcelos,PT,41.5388,-8.6151,67.84,89,100,4.09,overcast clouds,2022-09-08 03:22:02
550,Tayu,ID,-6.5397,111.0518,84.79,66,100,6.22,overcast clouds,2022-09-08 03:22:03
551,Japura,ID,-0.3167,102.35,86.18,58,78,3.4,broken clouds,2022-09-08 03:22:03
552,Aldama,MX,22.9167,-98.0667,74.79,90,100,4.61,overcast clouds,2022-09-08 03:22:03
553,Cao Bang,VN,22.6667,106.25,78.85,92,100,1.07,overcast clouds,2022-09-08 03:17:42
554,Constantine,DZ,36.365,6.6147,72.81,68,40,2.3,scattered clouds,2022-09-08 03:22:03
555,Ola,RU,59.5833,151.2833,55.15,92,100,17.6,moderate rain,2022-09-08 03:22:04
556,Ligayan,PH,4.6533,119.4706,82.8,70,100,0.65,overcast clouds,2022-09-08 03:22:04
557,Peleduy,RU,59.6289,112.7406,55.42,51,76,8.72,broken clouds,2022-09-08 03:23:04
558,Zhigansk,RU,66.7697,123.3711,50.16,57,41,5.66,scattered clouds,2022-09-08 03:23:04
559,Cap Malheureux,MU,-19.9842,57.6142,68.47,67,87,1.01,overcast clouds,2022-09-08 03:23:05
560,Nizwa,OM,22.9333,57.5333,78.89,63,0,1.86,clear sky,2022-09-08 03:23:05
561,Bokoro,TD,12.3807,17.0568,79.93,74,87,5.77,overcast clouds,2022-09-08 03:23:05
562,Progreso,MX,21.2833,-89.6667,81.1,86,50,6.91,scattered clouds,2022-09-08 03:23:05
